iter	Accuracy	Logloss
554	0.955942584	0.1255343745
555	0.9559957751	0.1253999572
556	0.95602617	0.1253550475
557	0.9560565649	0.1252798914
558	0.9560793611	0.1252494371
559	0.956109756	0.1252157623
560	0.9562845267	0.1248532941
561	0.9562997242	0.1247490342
562	0.9563149216	0.1247222161
563	0.9563149216	0.1246860034
564	0.9562845267	0.1246572559
565	0.956276928	0.1246289536
566	0.9563225203	0.1245329158
567	0.9563377178	0.124506899
568	0.9564061063	0.1244660411
569	0.9564365012	0.1244340507
570	0.9565504821	0.1243462127
571	0.9565352847	0.1243191422
572	0.9565960745	0.1242744997
573	0.9565504821	0.1242249076
574	0.9566264694	0.1241406761
575	0.9567632465	0.1240404085
576	0.9567328516	0.1239976656
577	0.9567784439	0.1239450311
578	0.9568088388	0.1239181165
579	0.9568164376	0.123882824
580	0.9568392337	0.12385959
581	0.9568696287	0.1238035939
582	0.9569076223	0.1237341739
583	0.9568848261	0.1236930487
584	0.9569228197	0.1236492744
585	0.9569304185	0.1235801884
586	0.9569380172	0.1235341285
587	0.9569532146	0.123511733
588	0.9569608134	0.1234849149
589	0.9570368006	0.1234385211
590	0.9570595968	0.1233930771
591	0.9571203866	0.1233365542
592	0.9570899917	0.1233059589
593	0.9570899917	0.1232516251
594	0.9571355841	0.1232127706
595	0.957165979	0.1231689741
596	0.957165979	0.1231081546
597	0.9571355841	0.1230556684
598	0.957165979	0.1230144246
599	0.9572419662	0.12297675
600	0.9572267688	0.1229538722
601	0.9572419662	0.1229098234
602	0.9572799599	0.1228734103
603	0.9572875586	0.1228522467
604	0.9573103548	0.1227788195
605	0.9574015395	0.122580095
606	0.9574243357	0.1225376639
607	0.9574927242	0.1224723846
608	0.9575079217	0.1224398451
609	0.9575687115	0.1223605631
610	0.9575763102	0.1223064889
611	0.9576446987	0.1222732519
612	0.9577130873	0.122227897
613	0.9576826924	0.1221027926
614	0.9577434822	0.1220503955
615	0.9577662784	0.122026041
616	0.9577662784	0.1220105913
617	0.9578194695	0.1219641381
618	0.9579030554	0.1218198588
619	0.957887858	0.1217888925
620	0.9578650618	0.1217522865
621	0.957887858	0.1217018114
622	0.9579182529	0.1216623856
623	0.9579258516	0.1216371109
624	0.957971444	0.1215703029
625	0.9579562465	0.1215479743
626	0.957971444	0.1215124072
627	0.9580094376	0.1214674753
628	0.95805503	0.1214303869
629	0.9580398325	0.1214015207
630	0.95805503	0.1213745318
631	0.9580398325	0.1213417252
632	0.9580322338	0.1213105734
633	0.9581918071	0.1211805788
634	0.9581842083	0.1211467333
635	0.9582146032	0.1211047845
636	0.9582373994	0.1210574928
637	0.9582601956	0.1210276693
638	0.958275393	0.1209854162
639	0.9583133867	0.1209552217
640	0.9583285841	0.1209160259
641	0.958358979	0.1208723703
642	0.9583893739	0.1208304808
643	0.9584273676	0.1207843839
644	0.958442565	0.120752861
645	0.958442565	0.1207221767
646	0.9584805587	0.1206310069
647	0.9584805587	0.1205903121
648	0.9584881574	0.1205563182
649	0.9585337497	0.1205000772
650	0.9585489472	0.1204774146
651	0.9585565459	0.1204529785
652	0.9585489472	0.1204082172
653	0.9585641446	0.1203565845
654	0.9586401319	0.1203238818
655	0.9586173357	0.1202637969
656	0.9585945396	0.1202404442
657	0.9586325332	0.1202097896
658	0.9586629281	0.1201309008
659	0.9586553294	0.1201092771
660	0.9587085205	0.1200844106
661	0.958693323	0.1200635809
662	0.9587465141	0.1200084975
663	0.9587845077	0.1199704519
664	0.958776909	0.1199447617
665	0.958776909	0.1198999114
666	0.9587693103	0.1198534583
667	0.9588376988	0.1197874072
668	0.9588680937	0.1197483747
669	0.9588528963	0.1196941002
670	0.9588680937	0.1196692188
671	0.9588756924	0.1196204133
672	0.9588984886	0.1195914506
673	0.9589288835	0.1195523587
674	0.9589592784	0.119504555
675	0.9590352657	0.1194402553
676	0.9590352657	0.1193826266
677	0.9590732593	0.1193431934
678	0.9590656606	0.1193199817
679	0.9590960555	0.119293772
680	0.9591416479	0.1192650467
681	0.9591340491	0.119241835
682	0.9591264504	0.1191669386
683	0.959164444	0.1191406176
684	0.9592100364	0.1191050282
685	0.9592328326	0.1190688601
686	0.9593088198	0.1189843836
687	0.959331616	0.1189363276
688	0.9593772084	0.1188985417
689	0.9593848071	0.1188517695
690	0.9594000046	0.1188042849
691	0.9593772084	0.118770803
692	0.959415202	0.1187397773
693	0.9594076033	0.1186987338
694	0.9594076033	0.1186554641
695	0.9594379982	0.1186340779
696	0.959498788	0.118598214
697	0.9594607944	0.1185546697
698	0.9594607944	0.1185217518
699	0.9595291829	0.1184403845
700	0.9595367816	0.1183982799
701	0.9595671765	0.1183643676
702	0.9595899727	0.1183167346
703	0.9596051702	0.1182637438
704	0.9596203676	0.118235115
705	0.9596051702	0.1182133207
706	0.9596431638	0.1181925355
707	0.95966596	0.1181654131
708	0.9596735587	0.1181338308
709	0.9596811574	0.1181160139
710	0.9596507625	0.1180518774
711	0.9596963549	0.1179992132
712	0.9597039536	0.117979734
713	0.9596887562	0.1179660059
714	0.9596887562	0.1179267804
715	0.9597267498	0.1178612117
716	0.9598179345	0.1177798445
717	0.959833132	0.1177390458
718	0.9598939218	0.1177058534
719	0.9599091192	0.1176783822
720	0.9598787243	0.1176384814
721	0.9598559281	0.117582003
722	0.9599395141	0.1175131247
723	0.9599395141	0.1174988771
724	0.9599851065	0.1174478454
725	0.9600079027	0.1174231496
726	0.9600155014	0.1173762141
727	0.9600610938	0.1173437562
728	0.9600914887	0.1173143483
729	0.9600762912	0.1172931401
730	0.9600686925	0.1172757833
731	0.9600610938	0.1172513545
732	0.9601218836	0.1172199133
733	0.9601294823	0.1171909729
734	0.9601598772	0.1171540181
735	0.9601674759	0.1171309177
736	0.9601902721	0.1170836186
737	0.9602054696	0.117053758
738	0.960220667	0.1170225468
739	0.9602510619	0.1170000994
740	0.9602282657	0.1169814439
741	0.9602510619	0.1169578537
742	0.9602814568	0.1169236149
743	0.9603194505	0.1168889383
744	0.9603574441	0.116833521
745	0.9603802403	0.1167988519
746	0.960387839	0.1167612218
747	0.9604410301	0.1167032444
748	0.9603954377	0.116667247
749	0.9604030365	0.1166422988
750	0.9603726415	0.1165873342
751	0.9603802403	0.1165559301
752	0.9604334314	0.1164950809
753	0.9604486288	0.1164518854
754	0.9604790237	0.1164279464
755	0.9604638263	0.1163945091
756	0.960471425	0.1163672828
757	0.9604790237	0.1163460078
758	0.9604942212	0.1163155387
759	0.9605702084	0.1162706513
760	0.9605702084	0.1162433434
761	0.9605854059	0.1161844162
762	0.9606309982	0.1161419256
763	0.9606841893	0.116098834
764	0.9606993868	0.1160759265
765	0.960722183	0.1160471493
766	0.9607069855	0.1159987223
767	0.9607145842	0.1159597937
768	0.9606993868	0.1158978388
769	0.960722183	0.1158372865
770	0.9607297817	0.1157688163
771	0.9607449791	0.1157417903
772	0.9607145842	0.1156043677
773	0.960722183	0.1155760505
774	0.9607373804	0.1155522377
775	0.9607677753	0.1155179618
776	0.9608133677	0.11549616
777	0.9608437626	0.1154643997
778	0.9608513613	0.1154356745
779	0.9608741575	0.1154021852
780	0.9609349473	0.1153122545
781	0.9609729409	0.1152830543
782	0.9609577435	0.1152431759
783	0.9609957371	0.1152232515
784	0.9609881384	0.1151648511
785	0.9610033358	0.115128401
786	0.961026132	0.115073518
787	0.9610565269	0.1150553671
788	0.9610869218	0.1150336024
789	0.961109718	0.1150047881
790	0.9611553104	0.1149722635
791	0.9611553104	0.1149578155
792	0.9611325142	0.1149452153
793	0.9611325142	0.1149177589
794	0.9611553104	0.1148921281
795	0.9611705078	0.1147957786
796	0.9611553104	0.114757169
797	0.9612009027	0.1146978411
798	0.9612236989	0.1146762174
799	0.9612009027	0.1146422828
800	0.9612009027	0.1146095133
801	0.9612996862	0.1145162508
802	0.9613148836	0.114486739
803	0.9613528773	0.1144586741
804	0.9613376798	0.114436108
805	0.961360476	0.1144202724
806	0.9613452785	0.114392022
807	0.9613680747	0.1143351652
808	0.9613984696	0.1143075901
809	0.9613984696	0.1142765422
810	0.9614136671	0.1142582355
811	0.9613908709	0.1141877172
812	0.9614364632	0.1141351198
813	0.9614896543	0.1140984099
814	0.9615048518	0.1140817506
815	0.9615124505	0.1140477641
816	0.9614820556	0.1140002275
817	0.9615428454	0.1139606607
818	0.9615656416	0.1139268672
819	0.9615732403	0.1139002197
820	0.9616188327	0.1138603932
821	0.9616796225	0.1138268222
822	0.9616948199	0.1138041819
823	0.9617100174	0.1137861572
824	0.9616948199	0.1137279052
825	0.961748011	0.1136761018
826	0.961748011	0.1136494172
827	0.9617936034	0.1136040771
828	0.9619075843	0.1135327723
829	0.961915183	0.113503112
830	0.9619303805	0.1134725761
831	0.9619759728	0.1133885746
832	0.961998769	0.1133390419
833	0.9620215652	0.1133135594
834	0.9620443614	0.1132938131
835	0.962082355	0.1132304558
836	0.9621051512	0.113192054
837	0.9621507435	0.1131441984
838	0.9621887372	0.1131233093
839	0.9622419283	0.1130779841
840	0.9622647244	0.1130590095
841	0.962333113	0.1130153836
842	0.9623255142	0.1129927804
843	0.962333113	0.1129635134
844	0.9623407117	0.1129456742
845	0.9623787053	0.1129134241
846	0.9624242977	0.1128977815
847	0.96246989	0.11285935
848	0.9624850875	0.1128364351
849	0.9624926862	0.1128110046
850	0.962500285	0.1127466084
851	0.9625154824	0.112706715
852	0.9625306799	0.112673901
853	0.9625230811	0.1125967561
854	0.9625838709	0.1125528557
855	0.9626294633	0.1125085842
856	0.9626218646	0.1124823745
857	0.9626674569	0.112452321
858	0.9626674569	0.1124275509
859	0.9627130493	0.1124068176
860	0.962720648	0.1123443359
861	0.9627054506	0.1123018973
862	0.9627054506	0.1122615662
863	0.962720648	0.112214089
864	0.9627510429	0.1121571208
865	0.9627662404	0.1121403354
866	0.9627966353	0.1121145338
867	0.9627434442	0.1120530465
868	0.9627662404	0.1120260651
869	0.9627814378	0.1120049385
870	0.9627966353	0.1119704029
871	0.9628194315	0.111943043
872	0.9628422276	0.1119212486
873	0.9628422276	0.1118937181
874	0.9628498264	0.1118633455
875	0.9628802213	0.1118278377
876	0.9629486098	0.1117828093
877	0.9629410111	0.1117360594
878	0.9629486098	0.1116685019
879	0.9629942022	0.1116274065
880	0.9630018009	0.1115816806
881	0.9630321958	0.1115567769
882	0.963054992	0.1115363405
883	0.9630625907	0.1115116298
884	0.963138578	0.1114108799
885	0.9631537754	0.1113901615
