iter	Accuracy	Logloss
0	0.8720652174	0.5901221234
1	0.8762771739	0.515840056
2	0.882017663	0.4590742294
3	0.8846671196	0.417603176
4	0.885326087	0.3878905985
5	0.88640625	0.3628592582
6	0.9023709239	0.3230000372
7	0.90265625	0.3106098739
8	0.9094836957	0.285706681
9	0.9108559783	0.2722531791
10	0.91109375	0.2656149425
11	0.9122622283	0.2572632632
12	0.9139470109	0.2493765657
13	0.9148233696	0.2432961903
14	0.91578125	0.2376289699
15	0.9167595109	0.2325369395
16	0.9170108696	0.2290121593
17	0.9174116848	0.2260117506
18	0.9188111413	0.2210561868
19	0.919375	0.2190425972
20	0.919701087	0.2165152906
21	0.9202921196	0.2137344095
22	0.9210190217	0.2114923892
23	0.9213790761	0.2102418186
24	0.921888587	0.2084108834
25	0.9222486413	0.2070897243
26	0.9227513587	0.2056920591
27	0.9237432065	0.2030411563
28	0.9241644022	0.2013573157
29	0.9245855978	0.2002006995
30	0.9251358696	0.19933883
31	0.925625	0.1981253981
32	0.925767663	0.1971046249
33	0.9261480978	0.1963368291
34	0.9264402174	0.1958786011
35	0.9266711957	0.1951880944
36	0.9269633152	0.1942566979
37	0.9273777174	0.1928425001
38	0.9276766304	0.1922183891
39	0.9284782609	0.1903936502
40	0.9286752717	0.1896650231
41	0.9287432065	0.188910204
42	0.9290217391	0.1882922231
43	0.9291779891	0.1879489401
44	0.9293274457	0.1864369135
45	0.9295108696	0.1860740595
46	0.9302173913	0.1844803785
47	0.9307269022	0.1837483547
48	0.9308831522	0.1832012674
49	0.9309918478	0.1828361578
50	0.9311345109	0.1824961787
51	0.9313858696	0.1820973007
52	0.931548913	0.1817045527
53	0.9316440217	0.1814377096
54	0.9317663043	0.1809173319
55	0.9322758152	0.1802427474
56	0.9322961957	0.1800169439
57	0.9326019022	0.1794347614
58	0.9327445652	0.1791492495
59	0.9329008152	0.1787980453
60	0.9330027174	0.1785381947
61	0.9332472826	0.1782420548
62	0.9335258152	0.1777424157
63	0.9336005435	0.177465754
64	0.9337024457	0.1771343065
65	0.9340692935	0.1765478383
66	0.934205163	0.1763018268
67	0.934375	0.1759985617
68	0.9344769022	0.1757086712
69	0.9346263587	0.175151407
70	0.9347418478	0.1748528522
71	0.9348980978	0.1746718166
72	0.9350271739	0.1741615494
73	0.935142663	0.1737079786
74	0.9352105978	0.1734760318
75	0.9352853261	0.1732537046
76	0.9353736413	0.1730113419
77	0.9354619565	0.1727087668
78	0.9355095109	0.172512698
79	0.93578125	0.1721991896
80	0.9358695652	0.1720107634
81	0.9359714674	0.1718440048
82	0.9359171196	0.1715467237
83	0.9361480978	0.1712192701
84	0.9361820652	0.1710598888
85	0.9361956522	0.1708641517
86	0.9362771739	0.1707992156
87	0.936263587	0.1705979986
88	0.9363722826	0.1704587455
89	0.936392663	0.170299205
90	0.9365081522	0.1698102205
91	0.9366644022	0.1694949739
92	0.9367255435	0.169311006
93	0.9367730978	0.1691560165
94	0.9367391304	0.1690438577
95	0.9368817935	0.1688666435
96	0.9371195652	0.1685478675
97	0.9373165761	0.1683389946
98	0.9374252717	0.1681614221
99	0.9376494565	0.1673359216
100	0.9377173913	0.1672066465
101	0.9377921196	0.1669893082
102	0.9378125	0.1668604842
103	0.9378872283	0.1664781255
104	0.9379483696	0.1663584834
105	0.9379959239	0.166223118
106	0.9380027174	0.1661046036
107	0.93828125	0.1655997368
108	0.9384375	0.1653894043
109	0.9385258152	0.1652606599
110	0.9386548913	0.1650834987
111	0.93875	0.1647481769
112	0.9388383152	0.1645770794
113	0.9390149457	0.1643068529
114	0.9390625	0.1641170469
115	0.9391576087	0.1637384033
116	0.9392119565	0.1636440907
117	0.939205163	0.1635147493
118	0.9393070652	0.1633283001
119	0.9393342391	0.1631399271
120	0.9394429348	0.1629847916
121	0.9395516304	0.1625175144
122	0.9395991848	0.1623911717
123	0.9396671196	0.1621103834
124	0.9397350543	0.1618835582
125	0.9397894022	0.1615665204
126	0.9398233696	0.1614144499
127	0.9398913043	0.1612796817
128	0.9399456522	0.1610446432
129	0.9400679348	0.1607538903
130	0.9402241848	0.1605933546
131	0.9403192935	0.1604482103
132	0.9404619565	0.1602893464
133	0.9406046196	0.1600408139
134	0.9406929348	0.1596965757
135	0.9407201087	0.1595448502
136	0.9408763587	0.1593728903
137	0.9411956522	0.1590321947
138	0.9413586957	0.1587175452
139	0.9414334239	0.1585691236
140	0.941705163	0.1579821247
141	0.9417527174	0.1578419296
142	0.9418070652	0.1576247373
143	0.9418138587	0.1574768464
144	0.9418953804	0.1573440552
145	0.9419972826	0.1571966685
146	0.9421263587	0.1569888438
147	0.9422350543	0.156826822
148	0.9423709239	0.1566663792
149	0.9425815217	0.1561412247
150	0.9426834239	0.1559930818
151	0.9426834239	0.1557513826
152	0.9427717391	0.1555238276
153	0.9429347826	0.1552029552
154	0.9429959239	0.1550441841
155	0.9431317935	0.1548683366
156	0.94328125	0.1547079999
157	0.9433355978	0.1545663319
158	0.9433967391	0.1544410241
159	0.9435122283	0.1543105548
160	0.9435733696	0.154044017
161	0.9436413043	0.1539436274
162	0.9436888587	0.1538403984
163	0.94359375	0.1536758157
