iter	Accuracy	Logloss
0	0.8745906186	0.5887050393
1	0.8787775169	0.513526208
2	0.8832683642	0.455991115
3	0.8852060395	0.4153069696
4	0.8867029886	0.3841110214
5	0.8885038867	0.3589735438
6	0.8897120843	0.3409338704
7	0.9036785435	0.305510359
8	0.9096815374	0.282805305
9	0.9115736203	0.2702467176
10	0.912386684	0.2635096748
11	0.9148638688	0.2515193001
12	0.9155629516	0.2438269846
13	0.9162772319	0.2396573912
14	0.9170750982	0.2341046367
15	0.9181465186	0.2290808842
16	0.9188076078	0.2254556832
17	0.9193243212	0.2224492144
18	0.9200386015	0.2197238688
19	0.9207604805	0.2167532565
20	0.9215963405	0.2131044431
21	0.9220142704	0.211040068
22	0.9223334169	0.2088681531
23	0.9230324998	0.2063179492
24	0.9232604615	0.2047167254
25	0.9236252004	0.203397916
26	0.9240583278	0.2022533578
27	0.9244762578	0.2005356449
28	0.9250157674	0.199322713
29	0.925608468	0.1981849225
30	0.9256844553	0.1966957947
31	0.9261175827	0.1955810823
32	0.9264671241	0.1945705111
33	0.9269306464	0.1934984673
34	0.9272877866	0.192935835
35	0.9275841369	0.191731986
36	0.9276145318	0.1909775453
37	0.9282528248	0.1899895921
38	0.9289747038	0.1889487447
39	0.9294002325	0.1882379521
40	0.929719379	0.1876113243
41	0.9298181625	0.1872209546
42	0.9299321434	0.186694817
43	0.9299397421	0.1860905995
44	0.9302816848	0.185007217
45	0.9304488568	0.184626598
46	0.9305856338	0.1843259585
47	0.9307680033	0.1840154348
48	0.9308439905	0.1836451156
49	0.9310491562	0.1833436154
50	0.9313683027	0.1828664688
51	0.9314442899	0.1822824799
52	0.9318166275	0.1818401658
53	0.9319610033	0.1811078682
54	0.9323105448	0.1807663856
55	0.9324321244	0.1804432913
56	0.9326752836	0.179881312
57	0.9328652518	0.1795809991
58	0.932804462	0.1792178037
59	0.9329260416	0.1789727151
60	0.9332679843	0.1780443941
61	0.9334959461	0.1775530296
62	0.9336175257	0.1770180466
63	0.9338150926	0.1767512749
64	0.933913876	0.176561381
65	0.9340202582	0.1762744548
66	0.9341950289	0.1760525038
67	0.9342254238	0.1758762638
68	0.9343014111	0.1756572661
69	0.9343014111	0.1749262894
70	0.9344913792	0.1746252344
71	0.9345977614	0.1744283353
72	0.9346433538	0.1742681684
73	0.9348485194	0.1739254392
74	0.9348789143	0.1733794291
75	0.9350004939	0.1731293687
76	0.9351980608	0.1728262359
77	0.9355476022	0.1718533021
78	0.9356159908	0.1714999465
79	0.9356843793	0.1709479702
80	0.9357907615	0.170524178
81	0.9358895449	0.1703087719
82	0.9359275385	0.1700438702
83	0.9360111245	0.1698756593
84	0.9361327042	0.1696348598
85	0.9362922774	0.1694258503
86	0.9364594494	0.1690806871
87	0.9367330035	0.1687861919
88	0.9367709972	0.1685958379
89	0.936998959	0.1683725956
90	0.9370901437	0.1681800747
91	0.9371129399	0.1679324334
